ResourceAgencyNum,PublicName,AlternateName,OfficialName,TaxonomyLevelName,ParentAgency,ParentAgencyNum,RecordOwner,UniqueIDPriorSystem,MailingAttentionName,MailingAddress1,MailingAddress2,MailingCity,MailingStateProvince,MailingPostalCode,MailingCountry,MailingAddressIsPrivate,PhysicalAddress1,PhysicalAddress2,PhysicalCity,PhysicalCounty,PhysicalStateProvince,PhysicalPostalCode,PhysicalCountry,PhysicalAddressIsPrivate,OtherAddress1,OtherAddress2,OtherCity,OtherCounty,OtherStateProvince,OtherPostalCode,OtherCountry,Latitude,Longitude,HoursOfOperation,Phone1Number,Phone1Name,Phone1Description,Phone1IsPrivate,Phone1Type,Phone2Number,Phone2Name,Phone2Description,Phone2IsPrivate,Phone2Type,Phone3Number,Phone3Name,Phone3Description,Phone3IsPrivate,Phone3Type,Phone4Number,Phone4Name,Phone4Description,Phone4IsPrivate,Phone4Type,Phone5Number,Phone5Name,Phone5Description,Phone5IsPrivate,Phone5Type,PhoneFax,PhoneFaxDescription,PhoneFaxIsPrivate,PhoneTTY,PhoneTTYDescription,PhoneTTYIsPrivate,PhoneTollFree,PhoneTollFreeDescription,PhoneTollFreeIsPrivate,PhoneNumberHotline,PhoneNumberHotlineDescription,PhoneNumberHotlineIsPrivate,PhoneNumberBusinessLine,PhoneNumberBusinessLineDescription,PhoneNumberBusinessLineIsPrivate,PhoneNumberOutOfArea,PhoneNumberOutOfAreaDescription,PhoneNumberOutOfAreaIsPrivate,PhoneNumberAfterHours,PhoneNumberAfterHoursDescription,PhoneNumberAfterHoursIsPrivate,EmailAddressMain,WebsiteAddress,AgencyStatus,AgencyClassification,AgencyDescription,SearchHints,CoverageArea,CoverageAreaText,Eligibility,EligibilityAdult,EligibilityChild,EligibilityFamily,EligibilityFemale,EligibilityMale,EligibilityTeen,SeniorWorkerName,SeniorWorkerTitle,SeniorWorkerEmailAddress,SeniorWorkerPhoneNumber,SeniorWorkerIsPrivate,MainContactName,MainContactTitle,MainContactEmailAddress,MainContactPhoneNumber,MainContactType,MainContactIsPrivate,LicenseAccreditation,IRSStatus,FEIN,YearIncorporated,AnnualBudgetTotal,LegalStatus,SourceOfFunds,ExcludeFromWebsite,ExcludeFromDirectory,DisabilitiesAccess,PhysicalLocationDescription,BusServiceAccess,PublicAccessTransportation,FeeStructureSource,ApplicationProcess,ResourceInfo,DocumentsRequired,LanguagesOffered,LanguagesOfferedList,AvailabilityNumberOfTimes,AvailabilityFrequency,ServiceNotAlwaysAvailability,CapacityType,ServiceCapacity,NormalWaitTime,AvailabilityPeriod,TemporaryMessage,TemporaryMessageAppears,TemporaryMessageExpires,EnteredOn,UpdatedOn,MadeInactiveOn,InternalNotes,InternalNotesForEditorsAndViewers,HighlightedResource,LastVerifiedOn,LastVerifiedByName,LastVerifiedByTitle,LastVerifiedByPhoneNumber,LastVerifiedByEmailAddress,LastVerificationApprovedBy,AvailableForDirectory,AvailableForReferral,AvailableForResearch,PreferredProvider,ConnectsToSiteNum,ConnectsToProgramNum,LanguageOfRecord,CurrentWorkflowStepCode,Categories,TaxonomyTerm,TaxonomyTerms,TaxonomyTermsNotDeactivated,TaxonomyCodes,Coverage,Hours,Custom_rqa,Max Of rowid,Tax
10596987,ASIAN & PACIFIC ISLANDER WELLNESS CENTER,,,Site,ASIAN & PACIFIC ISLANDER WELLNESS CENTER,10596986,,Site164,,,,,,,United States,,"730 Polk Street, 4th Floor",,San Francisco,San Francisco,CA,94109,United States,,,,,,,,,37.793547,-122.419329,"Monday-Friday, 9:30-5:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@apiwellness.org,www.apiwellness.org,Active,Nonprofit (501(c)(3)),,10596987,,,,,,,,,,Lance Toma,Executive Director,lance@apiwellness.org,,,Stephanie Goss,Communications Mangager,stephanie@apiwellness.org,,,,,,,,,,,No,No,Restroom accessible; Building entrance accessible; Special parking; All floors accessible;,Cross street(s): Willow Street,"Muni: 2 Clement, 3 Jackson, 5 Fulton, 19 Polk, 31 Balboa, 38 Geary, 47 Van Ness, 49 Van Ness-Mission",,,,,,,,,,,,,,,,,,9/15/89,2/22/10,,,,,1/13/09,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597007,ASIAN AMERICAN RECOVERY SERVICES RESIDENTIAL RECOVERY SERVICES,"AARS; Residential Recovery Services; Asian American Recovery Services; ; AARS, Asian American Recovery Services, Residentia",,Site,ASIAN AMERICAN RECOVERY SERVICES RESIDENTIAL RECOVERY SERVICES,10597006,,Site166,,,,,,,United States,,2024 Hayes Street,,San Francisco,San Francisco,CA,94117,United States,,,,,,,,,37.770051,-122.441408,"Monday-Friday, 9-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@aars.org,www.aars.org,Active,Nonprofit (501(c)(3)),,10597007,,,,,,,,,,Jeff Mori,Executive Director,jmori@aars-inc.org,650-243-4888,,David Yonemoto,Associate Director,dyonemoto@aars-inc.org,,,,,,,,,,City; County; Fees;,No,No,Building entrance accessible; Restroom accessible;,Cross street(s): Clayton Street,"MUNI - 5 Fulton, 21 Hayes",,,,,,,,,,,,,,,,,,3/24/86,6/16/11,,,,,5/22/12,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597019,MARINA COUNSELING CENTER,,,Site,MARINA COUNSELING CENTER,10597018,,Site1665,,,,,,,United States,,2137 Lombard Street,,San Francisco,San Francisco,CA,94123,United States,,,,,,,,,37.800078,-122.434904,"Monday-Friday, 9-7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janine@marinacounseling.com,www.marinacounseling.com,Active,Nonprofit (501(c)(3)),,10597019,,,,,,,,,,Syntha Lorenz,Clinical Director,,415-255-4163,,Syntha Lorenz,Clinical Director,,,,,,,,,,,,Yes,No,Not wheelchair accessible at this time;,Cross street(s): Fillmore street,"MUNI - 22 Fillmore, 43 Masonic",,,,,,,,,,,,,,,,,,3/24/86,6/2/11,,,,,10/7/08,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597023,MARTIN DE PORRES HOUSE OF HOSPITALITY,,,Site,MARTIN DE PORRES HOUSE OF HOSPITALITY,10597022,,Site1669,,,,,,,United States,,225 Potrero Avenue,,San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,"Monday, 10:30-3; Tuesday, 9-2; Wednesday, 10:30-2; Thursday, 9-2; Friday-Saturday, 10:30-2; Sunday, 8-10:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@martindeporres.org,www.martindeporres.org,Active,Nonprofit (501(c)(3)),,10597023,,,,,,,,,,Charles Engelstein,Executive Director,,,,,,,,,,,,,,,,,No,No,Restroom accessible; Building entrance accessible;,Cross street(s): 15th Street,"Muni: 9 San Bruno, 22 Fillmore, 27 Bryant, 33 Ashbury",,,,,,,,,,,,,,,,,,3/24/86,9/26/12,,,,,5/29/12,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597027,COMPREHENSIVE OUTREACH PROJECT AND LEE WOODWARD COUNSELING CENTER,"AARRS, AARS, COPPASA, LWCC, ODASA, Outpatient Drug",,Site,ASIAN AMERICAN RECOVERY SERVICES,10597024,,Site3742,,,,,,,United States,,2166 Hayes Street,,San Francisco,San Francisco,CA,94107,United States,,,,,,,,,37.7757,-122.3952,"Monday-Friday, 9-5:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aars@aars-inc.org,www.aars-inc.org,Active,,,10597027,,,,,,,,,,Sara Barnes,Lee Woodward Program Manager,,415-776-1001,,Stephen Fields,Prevention and Intervention Coordinator,,415-541-9404,,,,,,,,,,No,No,Large type books;,Cross street(s): Shrader Street,"Muni: 5 Fulton, 21 Hayes, 33 Stanyan",,,,,,,,,,,,,,,,,,10/11/06,6/8/09,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597026,PROJECT ADAPT,"AARRS; ODASA; Outpatient Drug and Alcohol Services for Asians; COPPASA; AARS; ; AARRS, AARS, COPPASA, ODASA, Outpatient Drug and A",,Site,ASIAN AMERICAN RECOVERY SERVICES,10597024,,Site169,,,,,,,United States,,2020 Hayes Street,,San Francisco,San Francisco,CA,94117,United States,,,,,,,,,37.770051,-122.441408,"Monday-Friday, 9:30-4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aars@aars-inc.org,www.aars-inc.org,Active,Nonprofit (501(c)(3)),,10597026,,,,,,,,,,Faye Ocomen,Program Manager,focomen@aars-inc.org,415-750-5125,,,,,,,,,,,,,,,No,No,All floors accessible; Building entrance accessible; Restroom accessible;,Cross street(s): Clayton Street,"Muni: 5 Fulton, 21 Hayes, 33 Stanyan, 43 Masonic",,,,,,,,,,,,,,,,,,9/19/95,6/8/09,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597028,RESIDENTIAL RECOVERY SERVICES,"AARRS, AARS, COPPASA, ODASA, Outpatient Drug and A",,Site,ASIAN AMERICAN RECOVERY SERVICES,10597024,,Site5813,,,,,,,United States,,2024 Hayes Street,,San Francisco,San Francisco,CA,94117,United States,,,,,,,,,37.770051,-122.441408,"Monday-Friday, 9-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,10597028,,,,,,,,,,Susan Okada,Program Director,,,,,,,,,,,,,,,,,No,No,Not wheelchair accessible at this time;,Cross street(s): Clayton Street,"Muni: 5 Fulton, 21 Hayes, 33 Stanyan, 43 Masonic",,,,,,,,,,,,,,,,,,6/8/09,6/8/09,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597031,MARY ELIZABETH INN,,,Site,MARY ELIZABETH INN,10597030,,Site1671,,,,,,,United States,,1040 Bush Street,,San Francisco,San Francisco,CA,94109,United States,,,,,,,,,37.793547,-122.419329,"Monday-Friday, 9-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meinn2006@yahoo.com,www.meinn.org,Active,Nonprofit (501(c)(3)),,10597031,,,,,,,,,,Carol Patterson,Intermin Executive Director,ied@meinn.org,415-673-6768,,Diane Love,Property Manager,zollia@meinn.org,,,,,,,,,,,No,No,Restroom accessible; Special parking; All floors accessible; Building entrance accessible;,Cross street(s): Leavenworth Street,"MUNI - 1AX California A Express, 2 Clement, 3 Jackson, 27 Bryant, 31 Bolbao, 38 Geary",,,,,,,,,,,,,,,,,,7/20/87,4/26/11,,,,,8/21/07,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597038,EXCESS ACCESS CUSTOMER SERVICE,,,Site,MATTER OF TRUST,10597036,,Site5908,,,,,,,United States,,99 St. Germain Avenue,,San Francisco,San Francisco,CA,94114,United States,,,,,,,,,37.758232,-122.436161,"Monday-Friday, 9-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cs@excessaccess.com,www.excessaccess.com,Active,,,10597038,,,,,,,,,,Michelle Yong,Executive Assistant,michelle@matteroftrust.org,,,Regina Douglas,Customer Service Representative,,,,,,,,,,,,No,No,Not necessary for service;,Cross street(s): Glenbrook Avenue,Not necessary for service,,,,,,,,,,,,,,,,,,7/20/09,5/3/11,,,,,5/29/12,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597037,MATTER OF TRUST,,,Site,MATTER OF TRUST,10597036,,Site1678,,,,,,,United States,,99 St. Germain Avenue,,San Francisco,San Francisco,CA,94114,United States,,,,,,,,,37.758232,-122.436161,"Monday-Friday, 9-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,team@matteroftrust.org,www.matteroftrust.org,Active,Nonprofit (501(c)(3)),,10597037,,,,,,,,,,Lisa C. Gautier,Executive Director,lisa@matteroftrust.org,,,Patrice Olivier Gautier,Vice President,,,,,,,,,,,,No,No,Not necessary for service;,Cross street(s): Glenbrook Avenue,Not necessary for service,,,,,,,,,,,,,,,,,,5/1/00,7/20/09,,,,,5/29/12,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597044,"MEALS ON WHEELS OF SAN FRANCISCO, INC.","Meals on Wheels, MOWSF",,Site,"MEALS ON WHEELS OF SAN FRANCISCO, INC.",10597043,,Site1684,,,,,,,United States,,1375 Fairfax Avenue,,San Francisco,San Francisco,CA,94124,United States,,,,,,,,,37.733639,-122.390267,"Monday-Friday, 8:30-4:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@mowsf.org,www.mowsf.org,Active,Nonprofit (501(c)(3)),,10597044,,,,,,,,,,Ashley McCumber,Executive Director,amccumber@mowsf.org,,,Anne Quaintance,Senior Director of Programs and Operatio,aquaintance@mowsf.org,415-920-1111 ext. 266,,,,,,,,,City; Donations;,No,No,Building entrance accessible; Special parking;,Cross street(s): Mendell Street,MUNI - T Thrid Street,,,,,,,,,,,,,,,,,,3/24/86,5/31/11,,,,,5/27/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597052,MENTAL HEALTH ASSOCIATION OF SAN FRANCISCO,,,Site,MENTAL HEALTH ASSOCIATION OF SAN FRANCISCO,10597051,,Site1696,,,,,,,United States,,"870 Market Street, Suite 928",,San Francisco,San Francisco,CA,94102,United States,,,,,,,,,37.779805,-122.417362,"Monday-Friday, 9-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@mha-sf.org,www.mha-sf.org,Active,Nonprofit (501(c)(3)),,10597052,,,,,,,,,,Eduardo Vega,Executive Director,eduardo@mha-sf.org,415-421-2926 ext. 303,,Karen Denicore,Executive Administrative Manager,,415-421-2926 ext. 300,,,,,,,,,,No,No,All floors accessible; Building entrance accessible; Restroom accessible; Fragrance And Chemical Free Environment;,Cross street(s): Powell Street,Muni: Market Street lines; BART: Powell Street Station,,,,,,,,,,,,,,,,,,3/24/86,4/14/11,,,,,2/15/08,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597053,PREP PROGRAM,,,Site,MENTAL HEALTH ASSOCIATION OF SAN FRANCISCO,10597051,,Site6421,,,,,,,United States,,77 Geary Street,,San Francisco,San Francisco,CA,94108,United States,,,,,,,,,37.79203,-122.406849,"Monday-Friday, 9-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@fsasf.org,www.prepwellness.org,Active,,,10597053,,,,,,,,,,"Jessica Selvin, Psy.D.",Associate Director,,,,"Perry Olshan, PSY.D.",Associate Director,,,,,,,,,,,,No,No,All floors accessible; Building entrance accessible; Restroom accessible;,Cross street(s): Grant Avenue,"Muni: Market Street lines; BART: Montgomery Street Station, Powell Street Station",,,,,,,,,,,,,,,,,,3/24/10,4/15/11,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597055,METROPOLITAN COMMUNITY FOUNDATION,,,Site,METROPOLITAN COMMUNITY FOUNDATION,10597054,,Site1698,,,,,,,United States,,150 Eureka Street,,San Francisco,San Francisco,CA,94114,United States,,,,,,,,,37.758232,-122.436161,"Thursday, Friday, 3:15-4:30 (Meals); Saturday, 9:30-2:30 (Showers); Wednesday-Friday, 9-5 (Office)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@mccsf.org,www.mccsf.org,Inactive,Nonprofit (501(c)(3)),,10597055,,,,,,,,,,Lea Brown,Senior Pastor,,,,Jeff Bert,Associate Pastor,,,,,,,,,,,,No,No,Not wheelchair accessible at this time;,Cross street(s): 18th Street,"MUNI - 33 Stanyan, 35 Eureka",,,,,,,,,,,,,,,,,,8/10/00,2/5/10,,,,,2/5/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597059,AFRICAN IMMIGRANT AND REFUGEE RESOURCE CENTER,AIRRC;,,Site,AFRICAN IMMIGRANT AND REFUGEE RESOURCE CENTER,10597058,,Site18,,,,,,,United States,,"1290 Fillmore, suite 104",,San Francisco,San Francisco,CA,94115,United States,,,,,,,,,37.785588,-122.435657,"Monday-Friday, 9:30-5:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joesciarrillo@airrc.org,,Inactive,Nonprofit (501(c)(3)),,10597059,,,,,,,,,,Ashirvadam Rayikanti,Executive Director,,,,Ashirvadam Rayikanti,Executive Director,,,,,,,,,,,,No,No,First floor only accessible; Building entrance accessible; Restroom accessible;,Cross street(s): Eddy Street,"MUNI - 22 Fillmore, 31 Balboa",,,,,,,,,,,,,,,,,,8/9/99,9/25/08,,,,,9/26/08,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597061,ASIAN LAW CAUCUS,ALC; ; ALC,,Site,ASIAN LAW CAUCUS,10597060,,Site171,,,,,,,United States,,55 Columbus Avenue,,San Francisco,San Francisco,CA,94111,United States,,,,,,,,,37.797476,-122.399089,"Monday-Friday, 9-12, 1-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alc@asianlawcaucus.org,asianlawcaucus.org,Active,Nonprofit (501(c)(3)),,10597061,,,,,,,,,,Hyeon-Ju Rho,Executive Director,hyeonjur@asianlawcaucus.org,415-896-1701 ext. 113,,Christopher Punongbayan,Deputy Director,chrisp@asianlawcaucus.org,,,,,,,,,,City; Grants; Fees; Donations;,No,No,Building entrance accessible; Restroom accessible; All floors accessible;,Cross street(s): Jackson Street,MUNI - All Market Street lines. BART - Montgomery Street Station,,,,,,,,,,,,,,,,,,12/4/86,7/25/12,,,,,5/9/12,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597070,FAMILY DAY TREATMENT PROGRAM,,,Site,MISSION COUNCIL ON ALCOHOL ABUSE FOR THE SPANISH SPEAKING,10597068,,Site3771,,,,,,,United States,,474 Valencia Street,"Suites 115, 135 & 235",San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,"Monday-Saturday, 9-8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vanessapc@sbcglobal.net,www.missioncouncil.org,Active,,,10597070,,,,,,,,,,Vanessa Padilla,Program Director,vanessapc@sbcglobal.net,415-864-0554 ext. 12,,Vanessa Padilla,Program Director,vanessapc@sbcglobal.net,,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible; All floors accessible;,Cross street(s): 16th Street,"MUNI - 14 Mission, 14L Mission, 22 Fillmore,  33 Stanyan, 49 Mission. BART - 16th Street Station",,,,,,,,,,,,,,,,,,10/24/06,10/30/08,,,,,10/30/08,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597069,MISSION COUNCIL ON ALCOHOL ABUSE FOR THE SPANISH SPEAKING,,,Site,MISSION COUNCIL ON ALCOHOL ABUSE FOR THE SPANISH SPEAKING,10597068,,Site1715,,,,,,,United States,,820 Valencia Street,,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Monday-Friday, 9-8:30;Saturday, 9-4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jla@missioncouncil.org,www.missioncouncil.org,Active,Nonprofit (501(c)(3)),,10597069,,,,,,,,,,Jose Luis Aguirre,Executive Director,,415-826-6769,,Edwin Chicas,Bookkeeper,e.omar74@missioncouncil.org,415-920-0724,,,,,,,,,,No,No,All floors accessible; Building entrance accessible; Restroom accessible;,Cross street(s): 19th Street,"MUNI - 14 Mission, 33 Stanyan, 49 Mission. BART - 16th Street Station",,,,,,,,,,,,,,,,,,2/26/99,4/14/11,,,,,10/30/08,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597073,FAMILY DAY TREATMENT AND AFTERCARE,,,Site,"MISSION COUNCIL ON ALCOHOL ABUSE FOR THE SPANISH SPEAKING, INC.",10597071,,Site4070,,,,,,,United States,,"474 Valencia Street, Suite 115, 135, 235",,San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vanessapc@sbcglobal.net,www.missioncouncil.org,Inactive,,,10597073,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible; All floors accessible;,Centro Del Pueblo Building,,,,,,,,,,,,,,,,,,,2/15/07,3/22/07,,,,,3/22/07,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597072,"MISSION COUNCIL ON ALCOHOL ABUSE FOR THE SPANISH SPEAKING, INC.",,,Site,"MISSION COUNCIL ON ALCOHOL ABUSE FOR THE SPANISH SPEAKING, INC.",10597071,,Site1717,,,,,,,United States,,820 Valencia Street,,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Monday-Saturday, 9-9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chavezlc@aol.com,www.missioncouncil.org,Inactive,Nonprofit (501(c)(3)),,10597072,,,,,,,,,,Leonard Chavez-Smith,Director,,,,Pari Rouzmehr,Controller,,,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible;,Cross street(s): 19th Street,"MUNI - 14 Mission,  33 Stanyan, 49 Van Ness/Mission. BART - 16th Street Station",,,,,,,,,,,,,,,,,,3/24/86,3/22/07,,,,,3/22/07,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597075,MISSION CULTURAL CENTER FOR LATINO ARTS,MCCLA,,Site,MISSION CULTURAL CENTER FOR LATINO ARTS,10597074,,Site1719,,,,,,,United States,,2868 Mission Street,,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Mondays - 5:00-9:30; Tuesdays-Fridays - 10-9:30; Saturdays, 10:00-5:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@missionculturalcenter.org,www.missionculturalcenter.org,Active,Nonprofit (501(c)(3)),,10597075,,,,,,,,,,Jennie Emire Rodriguez,Executive Director,jennie@missionculturalcenter.org,,,Isaias Rodriguez,Projects Associate,projects@missionculturalcenter.org,,,,,,,,,,City;,No,No,Restroom accessible; Building entrance accessible; All floors accessible;,Cross street(s): 25th Street,"MUNI - 14 Mission, 48 Quintara/24th Street, 49 Van Ness/Mission. BART - 24th Street Station",,,,,,,,,,,,,,,,,,3/24/86,7/19/11,,,,,10/8/08,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597077,ASIAN NEIGHBORHOOD DESIGN,AND; ; AND,,Site,ASIAN NEIGHBORHOOD DESIGN,10597076,,Site173,,,,,,,United States,,1245 Howard Street,,San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,"Housing Office - Monday-Friday, 8:30-5:30; Job Training - Monday-Friday, 8-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@andnet.org,www.andnet.org,Active,Nonprofit (501(c)(3)),,10597077,,,,,,,,,,Steven Suzuki,Executive Director,ssuzuki@andnet.org,415-575-0423 ext. 225,,Jamie Brewster,Site Manager,jbrewster@andnet.org,,,,,,,,,,,No,No,All floors accessible; Building entrance accessible; Restroom accessible; Special parking;,Cross street(s): Between Eighth & Nineth Street,MUNI - Market Street lines.  BART - Civic Center Station,,,,,,,,,,,,,,,,,,3/24/86,9/19/11,,,,,9/1/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597079,MISSION ECONOMIC DEVELOPMENT AGENCY,"MEDA, Mission Economic Development Association",,Site,MISSION ECONOMIC DEVELOPMENT AGENCY,10597078,,Site1721,,,,,,,United States,,"2301 Mission Street, Suite 301",,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Monday-Friday, 8:30-5:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dromero@medasf.org,www.medasf.org,Active,Nonprofit (501(c)(3)),,10597079,,,,,,,,,,Luis Granados,Executive Director,lgranados@medasf.org,415-282-3334 ext. 111,,Jillian Spindle,Director of Development,jspindle@medasf.org,415-282-3334 ext. 116,,,,,,,,,Grants; United Way; Donations; Federal; City; Independent Fund Raising;,No,No,Building entrance accessible; All floors accessible; Special arrangements can be made; Fragrance And Chemical Free Environment;,Cross street(s): 19th Street,"MUNI - 14 Mission, 22 Fillmore, 26 Valencia, 33 Stanyan, 48 Quintara, 49 Mission, 53 Southern Heights. BART - 16th Street Station, 24th Street Station",,,,,,,,,,,,,,,,,,7/26/01,9/25/12,,,,,5/25/12,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597081,"MISSION HIRING HALL, INC.","South of Market Employment Center, A Project of Mi",,Site,"MISSION HIRING HALL, INC.",10597080,,Site1723,,,,San Francisco,CA,,United States,No,288 - 7th Street,,San Francisco,San Francisco,CA,94103,United States,No,,,,,CA,,United States,37.773969,-122.410448,"Monday-Thursday, 9-5; Friday, 9-4:30",,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,info@missionhiringhall.org,www.missionhiringhall.org,Active,Nonprofit (501(c)(3)),,10597081,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Don Marcos,Executive Director,,,No,Stella Becerra,Program Manager,,,,No,,None or unknown,,,,None or unknown,,No,No,Restroom accessible; Building entrance accessible;,Cross street(s): Folsom Street,"MUNI - 14 Mission, 22 Fillmore,  33 Ashbury, 49 Van Ness/Mission. BART - 16th Street Station",,,,,,,,,,,,,,,,,,3/24/86,3/18/13,,,,FALSE,10/8/08,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597083,"MISSION LANGUAGE AND VOCATIONAL SCHOOL, INC.",MLVS,,Site,"MISSION LANGUAGE AND VOCATIONAL SCHOOL, INC.",10597082,,Site1725,,,,,,,United States,,2929 - 19th Street,,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Monday-Friday, 8-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vocschool@aol.com,www.mlvs.org,Active,Nonprofit (501(c)(3)),,10597083,,,,,,,,,,Rosario Anaya,Executive Director,,,,Rhina Granillo,Student Services,rhina@mlvs.org,,,,,,,,,,,Yes,No,Building entrance accessible; Restroom accessible; Special parking;,Cross street(s): Florida Street,"MUNI - 9 San Bruno, 14 Mission, 27 Bryant. BART - 16th Street Station",,,,,,,,,,,,,,,,,,3/24/86,6/2/11,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
